 Optimized Parameter
a1 = ,       0.143042
a2 = ,       0.130756
a3 = ,       0.107708
a4 = ,       0.009635
b1 = ,       0.082909
b2 = ,       0.044447
z1 = ,      47.891003
z2 = ,      58.731998
z3 = ,       4.241359
s1 = ,       2.155989
s2 = ,      15.021837
s3 = ,      36.030895
Er = ,  126894.093750
NS = ,       0.915985

 No,rain(mm/h),q_obs(m3/s),q_cal(m3/s)
  524,   0.80320,  21.89000,  18.70175
  525,   0.75360,  11.24000,  19.17227
  526,   0.70760,  20.10000,  19.57994
  527,   0.66470,  20.47000,  19.91974
  528,   0.67980,  13.29000,  20.20793
  529,   0.63810,  22.45000,  20.43886
  530,   0.57820,  22.20000,  20.60274
  531,   0.57320,  19.51000,  20.71103
  532,   0.55390,  18.92000,  20.76855
  533,   0.55680,  22.24000,  20.78710
  534,   0.44920,  20.52000,  20.73943
  535,   0.42250,  22.23000,  20.63209
  536,   0.39780,  11.60000,  20.47152
  537,   0.56690,  22.84000,  20.32805
  538,   0.38840,  21.47000,  20.14039
  539,   0.43400,  21.76000,  19.93595
  540,   0.56320,  22.03000,  19.76426
  541,   1.39380,  21.53000,  19.89762
  542,   1.05480,  27.04000,  20.15470
  543,   1.13580,  25.92000,  20.53263
  544,   0.71120,  25.96000,  20.85905
  545,   0.66480,  28.21000,  21.12622
  546,   0.67720,  28.81000,  21.34843
  547,   0.61560,  21.95000,  21.51268
  548,   0.54110,  30.16000,  21.60520
  549,   0.50620,  29.73000,  21.62931
  550,   0.47400,  29.37000,  21.58929
  551,   0.45050,  25.18000,  21.49216
  552,   0.41950,  24.92000,  21.34155
  553,   0.41020,  24.28000,  21.14817
  554,   0.40910,  24.61000,  20.92359
  555,   0.35930,  25.20000,  20.66098
  556,   0.33680,  35.89000,  20.36451
  557,   0.31600,  23.63000,  20.03843
  558,   0.30250,  24.48000,  19.68880
  559,   0.27920,  24.84000,  19.31736
  560,   0.30710,  22.54000,  18.94278
  561,   0.39830,  26.22000,  18.60079
  562,   0.23800,  29.63000,  18.23495
  563,   0.28040,  25.05000,  17.86911
  564,   0.36570,  25.51000,  17.53618
  565,   0.47880,  25.94000,  17.27074
  566,   0.65350,  26.40000,  17.11953
  567,   0.72430,  21.42000,  17.08298
  568,   0.70800,  27.50000,  17.13104
  569,   0.68230,  28.10000,  17.23608
  570,   0.63480,  28.02000,  17.36861
  571,   0.59100,  29.35000,  17.50652
  572,   0.55080,  29.21000,  17.63367
  573,   0.51380,  29.22000,  17.73868
  574,   0.47990,  28.44000,  17.81396
  575,   0.44860,  28.70000,  17.85481
  576,   0.41980,  27.64000,  17.85879
  577,   0.41280,  26.81000,  17.83171
  578,   0.38490,  24.05000,  17.77151
  579,   0.35940,  26.53000,  17.67775
  580,   0.33600,  25.48000,  17.55118
  581,   0.31450,  23.96000,  17.39342
  582,   0.29470,  24.01000,  17.20665
  583,   0.27660,  24.06000,  16.99348
  584,   0.25980,  23.96000,  16.75667
  585,   0.25090,  22.65000,  16.50130
  586,   0.45040,  22.23000,  16.30107
  587,   0.66460,  24.22000,  16.21778
  588,   0.85860,  24.26000,  16.29154
  589,   0.98610,  26.71000,  16.52960
  590,   1.07150,  27.27000,  16.92166
  591,   1.31750,  35.72000,  17.51144
  592,   1.38740,  35.77000,  18.27202
  593,   1.36200,  35.79000,  19.14856
  594,   1.28930,  47.31000,  20.08115
  595,   1.19300,  35.80000,  21.01450
  596,   1.10280,  35.80000,  21.90752
  597,   1.02110,  47.29000,  22.73147
  598,   0.96240,  47.29000,  23.47244
  599,   0.89390,  35.82000,  24.11731
  600,   0.82900,  47.30000,  24.65820
  601,   0.84500,  35.79000,  25.11717
  602,   0.79220,  47.99000,  25.48952
  603,   0.76510,  36.16000,  25.78114
  604,   0.73740,  36.17000,  25.99742
  605,   0.70760,  36.16000,  26.14273
  606,   0.99120,  36.16000,  26.32595
  607,   0.94140,  48.03000,  26.52034
  608,   1.51250,  36.18000,  26.91211
  609,   1.16830,  36.17000,  27.33883
  610,   1.59770,  36.18000,  27.93149
  611,   1.86180,  48.04000,  28.73524
  612,   2.12050,  48.05000,  29.78102
  613,   2.35220,  55.01000,  31.08118
  614,   2.44540,  55.68000,  32.59616
  615,   2.78110,  58.25000,  34.37351
  616,   2.47110,  57.97000,  36.23186
