 Optimized Parameter
a1 = ,       0.129861
a2 = ,       0.092130
a3 = ,       0.071060
a4 = ,       0.026365
b1 = ,       0.105627
b2 = ,       0.168369
z1 = ,      24.357044
z2 = ,      69.882225
z3 = ,     181.698578
s1 = ,       2.889612
s2 = ,       5.905749
s3 = ,       5.659482
Er = ,   80414.484375
NS = ,       0.665571

 No,rain(mm/h),q_obs(m3/s),q_cal(m3/s)
  617,   1.03270,  17.12000,  11.17418
  618,   0.92350,  17.92000,  11.64595
  619,   0.86070,  18.08000,  12.13580
  620,   1.21600,  17.69000,  12.64250
  621,   0.65070,  17.44000,  13.15462
  622,   0.59130,  17.31000,  13.66250
  623,   0.53980,  17.07000,  14.15810
  624,   0.49450,  15.85000,  14.63486
  625,   0.46650,  16.55000,  15.08780
  626,   0.42790,  16.43000,  15.51296
  627,   0.39370,  16.08000,  15.90737
  628,   0.36320,  15.14000,  16.26891
  629,   0.33580,  14.65000,  16.59617
  630,   0.31110,  14.83000,  16.88837
  631,   0.28880,  15.79000,  17.14527
  632,   0.35030,  14.53000,  17.36851
  633,   0.25030,  14.44000,  17.55821
  634,   0.33450,  14.73000,  17.71667
  635,   0.52350,  14.83000,  17.84951
  636,   0.78090,  14.44000,  17.96587
  637,   0.97170,  15.12000,  18.07603
  638,   1.05650,  16.62000,  18.18900
  639,   1.19920,  15.79000,  18.31371
  640,   1.21310,  17.59000,  18.45648
  641,   1.17410,  18.41000,  18.62074
  642,   1.05840,  20.21000,  18.80635
  643,   0.92340,  20.21000,  19.01026
  644,   1.03480,  19.94000,  19.23165
  645,   0.75040,  19.94000,  19.46445
  646,   0.91470,  20.08000,  19.70675
  647,   0.84890,  19.13000,  19.95567
  648,   1.07450,  19.26000,  20.21279
  649,   0.83550,  20.47000,  20.47476
  650,   1.49070,  23.05000,  20.75037
  651,   1.81190,  24.04000,  21.05110
  652,   1.58530,  25.70000,  21.38058
  653,   1.10250,  29.20000,  21.73218
  654,   0.53630,  33.34000,  22.09049
  655,   0.63130,  36.60000,  22.44571
  656,   0.50620,  41.52000,  22.78844
  657,   0.66710,  41.42000,  23.11484
  658,   1.03680,  41.47000,  23.42880
  659,   0.35120,  39.43000,  23.72136
  660,   0.63420,  39.44000,  23.99132
  661,   0.71640,  39.65000,  24.23966
  662,   0.89280,  39.85000,  24.47059
  663,   0.98080,  40.39000,  24.68900
  664,   0.93860,  39.80000,  24.89789
  665,   0.90990,  40.34000,  25.09905
  666,   0.79860,  39.13000,  25.29196
  667,   0.69670,  37.07000,  25.47454
  668,   0.71200,  37.25000,  25.64573
  669,   0.56100,  36.55000,  25.80231
  670,   0.49950,  34.48000,  25.94117
  671,   0.45120,  34.63000,  26.05957
  672,   0.41280,  33.57000,  26.15528
  673,   0.36030,  30.52000,  26.22627
  674,   0.33400,  30.45000,  26.27121
  675,   0.31030,  31.43000,  26.28927
  676,   0.28890,  29.23000,  26.28016
  677,   0.26940,  27.32000,  26.24398
  678,   0.25170,  28.26000,  26.18114
  679,   0.23560,  27.52000,  26.09235
  680,   0.22090,  27.33000,  25.97852
  681,   0.20740,  26.58000,  25.84074
  682,   0.19510,  26.38000,  25.68022
  683,   0.20540,  26.19000,  25.49864
  684,   0.36660,  25.62000,  25.30062
  685,   1.45920,  23.69000,  25.10907
  686,   0.93940,  24.22000,  24.93144
  687,   1.71750,  24.40000,  24.78644
  688,   1.10090,  24.22000,  24.67616
  689,   0.95990,  23.53000,  24.59886
  690,   0.65440,  23.18000,  24.54719
  691,   0.56280,  22.51000,  24.51364
  692,   0.50440,  22.18000,  24.49132
  693,   0.49880,  22.18000,  24.47490
  694,   0.41710,  22.02000,  24.45896
  695,   0.38310,  19.70000,  24.43895
  696,   0.35190,  20.16000,  24.41117
  697,   0.33960,  19.86000,  24.37290
  698,   0.31230,  19.71000,  24.32200
  699,   0.28830,  19.41000,  24.25678
  700,   0.26700,  18.95000,  24.17606
  701,   0.24800,  18.45000,  24.07905
  702,   0.23100,  18.72000,  23.96532
  703,   0.21560,  17.69000,  23.83474
  704,   0.20170,  17.78000,  23.68745
  705,   0.34860,  17.44000,  23.52658
  706,   0.68320,  18.08000,  23.36064
  707,   1.15480,  17.82000,  23.20423
  708,   1.39760,  16.41000,  23.07199
  709,   1.63670,  18.18000,  22.97818
  710,   1.71400,  20.63000,  22.93361
  711,   1.80390,  22.34000,  22.94649
  712,   1.72690,  22.01000,  23.02006
  713,   1.66180,  22.14000,  23.15401
  714,   1.46820,  23.51000,  23.34323
  715,   1.29470,  23.51000,  23.57957
  716,   1.15000,  21.84000,  23.85336
  717,   1.03370,  22.34000,  24.15454
  718,   0.93820,  22.18000,  24.47335
  719,   0.85550,  21.37000,  24.80071
  720,   0.78290,  20.94000,  25.12842
  721,   0.89540,  22.02000,  25.45234
  722,   0.77310,  20.30000,  25.76728
  723,   0.89590,  21.56000,  26.07168
  724,   1.12430,  21.40000,  26.36853
  725,   0.79530,  21.56000,  26.65427
  726,   0.49840,  22.18000,  26.92130
  727,   0.66020,  22.18000,  27.16725
  728,   0.49450,  22.34000,  27.38790
  729,   0.87440,  23.01000,  27.58735
  730,   0.74210,  23.69000,  27.76664
  731,   1.23160,  23.01000,  27.93551
  732,   2.25910,  23.53000,  28.11910
  733,   1.96460,  24.58000,  28.33002
  734,   0.66620,  26.94000,  28.55401
  735,   0.81540,  27.67000,  28.78291
  736,   2.48520,  27.86000,  29.03974
  737,   1.77650,  32.01000,  29.32800
  738,   1.84390,  31.59000,  29.65051
  739,   1.33070,  35.06000,  29.99938
  740,   5.90540,  39.20000,  30.44795
  741,   1.29940,  42.30000,  30.96632
  742,   0.88270,  45.70000,  31.52365
  743,   0.88500,  48.30000,  32.09644
  744,   1.43240,  48.96000,  32.67659
  745,   1.22650,  49.67000,  33.25419
  746,   2.12880,  49.02000,  33.83761
  747,   2.68210,  48.74000,  34.44214
  748,   2.03600,  49.04000,  35.06678
  749,   1.03320,  51.32000,  35.69255
  750,   0.49280,  54.30000,  36.29595
  751,   0.44490,  54.66000,  36.85935
  752,   0.40410,  54.04000,  37.37000
  753,   0.37700,  54.04000,  37.81923
  754,   0.36010,  48.97000,  38.20170
  755,   0.93000,  47.18000,  38.52494
  756,   0.63030,  47.32000,  38.79045
  757,   0.77170,  44.84000,  39.00304
  758,   0.71980,  41.97000,  39.16646
  759,   0.64640,  42.14000,  39.28326
  760,   0.58540,  42.79000,  39.35528
  761,   0.51500,  36.67000,  39.38369
  762,   0.43540,  37.83000,  39.36894
  763,   0.38820,  36.28000,  39.31163
  764,   0.35220,  35.85000,  39.21257
  765,   0.32120,  32.89000,  39.07290
  766,   0.29420,  33.67000,  38.89399
  767,   0.27050,  31.19000,  38.67745
  768,   0.24960,  30.18000,  38.42509
  769,   0.23300,  30.03000,  38.13892
  770,   0.21580,  29.72000,  37.82104
  771,   0.20060,  30.79000,  37.47361
  772,   0.18700,  27.64000,  37.09883
  773,   0.17480,  26.85000,  36.69894
  774,   0.16380,  27.87000,  36.27612
  775,   0.15380,  29.90000,  35.83255
  776,   0.14480,  25.61000,  35.37037
  777,   0.15920,  28.98000,  34.89203
  778,   0.27500,  27.33000,  34.40193
  779,   0.38580,  26.23000,  33.90571
  780,   0.53850,  25.15000,  33.41052
  781,   1.00130,  25.91000,  32.92979
  782,   1.26560,  26.51000,  32.47776
  783,   1.39690,  27.24000,  32.06655
  784,   1.43170,  25.12000,  31.70474
  785,   1.25130,  28.27000,  31.39439
  786,   1.02860,  26.57000,  31.13201
  787,   0.88090,  29.02000,  30.91146
  788,   0.78450,  27.34000,  30.72570
  789,   0.70370,  26.23000,  30.56750
  790,   0.63460,  24.85000,  30.42979
  791,   0.57480,  25.13000,  30.30602
  792,   0.52270,  25.15000,  30.19021
  793,   0.47880,  24.88000,  30.07717
  794,   0.43810,  25.18000,  29.96240
  795,   0.40220,  24.18000,  29.84210
  796,   0.37020,  23.12000,  29.71317
  797,   0.34180,  23.12000,  29.57312
  798,   0.31620,  23.14000,  29.42004
  799,   0.29330,  22.90000,  29.25254
  800,   0.27270,  22.83000,  29.06967
  801,   0.25400,  23.79000,  28.87087
  802,   0.23710,  23.30000,  28.65592
  803,   0.22170,  23.30000,  28.42489
  804,   0.20770,  22.73000,  28.17806
  805,   0.24430,  22.73000,  27.91679
  806,   0.39260,  22.50000,  27.64511
  807,   0.25470,  21.73000,  27.36392
  808,   0.19510,  17.65000,  27.07318
  809,   0.28250,  20.33000,  26.77476
  810,   0.16990,  20.58000,  26.46836
  811,   0.13880,  20.58000,  26.15359
  812,   0.13170,  20.58000,  25.83036
  813,   0.12520,  20.46000,  25.49885
  814,   0.11920,  19.78000,  25.15947
  815,   0.11380,  19.00000,  24.81272
  816,   0.10870,  19.26000,  24.45926
  817,   0.10440,  18.12000,  24.09980
  818,   0.10010,  18.69000,  23.73510
  819,   0.09600,  18.69000,  23.36592
  820,   0.09230,  18.59000,  22.99303
  821,   0.08880,  17.95000,  22.61722
  822,   0.08560,  17.95000,  22.23921
  823,   0.08260,  17.78000,  21.85973
  824,   0.07990,  16.83000,  21.47946
  825,   0.31750,  17.33000,  21.10324
  826,   1.01390,  17.63000,  20.74682
  827,   1.51550,  16.67000,  20.43003
  828,   0.97430,  14.52000,  20.15699
  829,   0.90910,  17.33000,  19.92862
  830,   1.04870,  17.33000,  19.74706
  831,   1.07710,  17.29000,  19.61330
  832,   1.40050,  17.32000,  19.53264
  833,   1.24670,  17.60000,  19.50495
  834,   1.02410,  17.60000,  19.52503
  835,   0.84880,  19.16000,  19.58488
  836,   0.75190,  19.55000,  19.67603
  837,   0.67100,  19.26000,  19.79013
  838,   0.60240,  17.93000,  19.91934
  839,   0.54370,  18.22000,  20.05654
  840,   0.49300,  17.93000,  20.19541
  841,   0.45750,  17.63000,  20.33068
  842,   0.41520,  17.80000,  20.45778
  843,   0.37870,  17.00000,  20.57294
  844,   0.34690,  17.00000,  20.67307
  845,   0.31900,  16.68000,  20.75580
  846,   0.29440,  16.83000,  20.81933
  847,   0.27240,  16.68000,  20.86243
  848,   0.25290,  16.37000,  20.88432
  849,   0.27410,  16.21000,  20.88531
  850,   0.85190,  16.68000,  20.87623
  851,   1.15580,  16.05000,  20.87045
  852,   1.24290,  16.21000,  20.87911
  853,   1.44190,  14.60000,  20.91340
  854,   1.61310,  17.96000,  20.98376
  855,   1.79790,  14.52000,  21.10009
  856,   2.03250,  17.66000,  21.27250
  857,   1.80240,  20.94000,  21.50285
  858,   1.49610,  17.99000,  21.78563
  859,   1.22100,  20.85000,  22.11069
  860,   1.07720,  20.20000,  22.46696
  861,   0.95820,  17.99000,  22.84345
  862,   0.86200,  17.99000,  23.22986
  863,   0.77410,  17.99000,  23.61676
  864,   0.70020,  21.17000,  23.99586
  865,   0.72560,  21.36000,  24.36159
  866,   0.64370,  19.50000,  24.70865
  867,   0.71600,  18.95000,  25.03475
  868,   0.53510,  19.14000,  25.33542
  869,   0.46950,  18.95000,  25.60674
  870,   0.48610,  18.77000,  25.84677
  871,   0.39650,  17.98000,  26.05316
  872,   0.49960,  18.66000,  26.22671
  873,   0.88880,  15.61000,  26.37554
  874,   0.59870,  18.30000,  26.50094
  875,   1.25880,  20.27000,  26.61592
  876,   1.48040,  21.36000,  26.73393
  877,   1.65080,  18.21000,  26.86758
  878,   1.79010,  21.13000,  27.02798
  879,   1.75580,  21.12000,  27.22186
  880,   1.83370,  21.13000,  27.45456
  881,   2.30790,  21.58000,  27.73717
  882,   1.83240,  24.61000,  28.06811
  883,   4.43790,  27.26000,  28.49038
  884,   2.69700,  29.60000,  29.00232
  885,   2.66500,  30.79000,  29.59980
  886,   5.22900,  34.02000,  30.32223
  887,   6.27710,  44.10000,  35.47908
  888,   5.09220,  51.46000,  47.71645
  889,   1.04160,  55.30000,  37.83835
  890,   1.03310,  59.70000,  34.63602
  891,   0.88530,  59.60000,  35.83670
  892,   0.80730,  53.34000,  37.00599
  893,   0.69800,  53.22000,  38.11923
  894,   0.59960,  46.77000,  39.15768
  895,   0.56010,  43.71000,  40.10840
  896,   0.55330,  44.07000,  40.96353
  897,   0.70180,  40.36000,  41.72190
  898,   0.56410,  40.57000,  42.38224
  899,   0.54940,  38.02000,  42.94540
  900,   0.91330,  36.33000,  43.42044
  901,   0.55950,  35.82000,  43.80962
  902,   0.91760,  34.12000,  44.12275
  903,   1.12300,  34.35000,  44.37216
  904,   1.13080,  33.36000,  44.56836
  905,   1.13360,  33.09000,  44.72020
  906,   0.93390,  32.68000,  44.83157
  907,   0.82800,  31.93000,  44.90440
  908,   0.65120,  32.54000,  44.93788
  909,   0.56730,  33.56000,  44.93087
  910,   0.51260,  33.94000,  44.88260
  911,   0.45430,  30.89000,  44.79248
  912,   0.41230,  33.66000,  44.66044
  913,   0.39430,  33.83000,  44.48715
  914,   0.38680,  30.68000,  44.27405
  915,   0.34260,  29.83000,  44.02246
  916,   0.32330,  28.05000,  43.73407
  917,   0.29710,  29.84000,  43.41063
  918,   0.27450,  27.93000,  43.05406
  919,   0.31100,  30.15000,  42.66729
  920,   0.45930,  27.59000,  42.25599
  921,   0.58560,  26.85000,  41.82722
  922,   0.95020,  28.07000,  41.39310
  923,   1.71810,  28.77000,  40.97613
  924,   1.98190,  27.87000,  40.59699
  925,   2.37380,  26.85000,  40.27678
  926,   2.46210,  30.04000,  40.03102
  927,   2.22180,  30.20000,  39.86510
  928,   2.00270,  33.38000,  39.77728
  929,   1.74810,  30.15000,  39.75996
  930,   1.41310,  33.94000,  39.80014
  931,   1.18350,  36.03000,  39.88299
  932,   1.01180,  32.80000,  39.99370
  933,   0.89460,  33.94000,  40.11879
  934,   0.80600,  30.03000,  40.24653
  935,   0.71690,  32.21000,  40.36676
  936,   0.67180,  33.81000,  40.47145
  937,   0.60560,  32.42000,  40.55397
  938,   0.63980,  31.55000,  40.61060
  939,   0.61120,  27.52000,  40.63873
  940,   0.58900,  29.49000,  40.63677
  941,   0.41150,  28.71000,  40.60121
  942,   0.37640,  28.55000,  40.52969
  943,   0.34530,  28.57000,  40.42088
  944,   0.32110,  29.52000,  40.27433
  945,   0.36220,  27.61000,  40.09142
  946,   0.56720,  27.64000,  39.87768
  947,   0.78440,  28.26000,  39.64175
  948,   0.74500,  28.14000,  39.38985
  949,   0.83340,  28.26000,  39.12852
  950,   0.93070,  30.36000,  38.86454
  951,   0.89290,  30.67000,  38.60237
  952,   0.72780,  29.09000,  38.34241
  953,   0.75880,  28.14000,  38.08559
  954,   0.54670,  28.10000,  37.82889
  955,   0.44760,  30.13000,  37.56855
  956,   0.38320,  27.51000,  37.30089
  957,   0.34100,  28.26000,  37.02285
  958,   0.36890,  28.25000,  36.73306
  959,   0.27990,  29.84000,  36.42940
  960,   0.25590,  26.54000,  36.11039
  961,   0.23980,  29.07000,  35.77519
  962,   0.21980,  27.87000,  35.42340
  963,   0.20240,  26.67000,  35.05499
  964,   0.18700,  26.48000,  34.67023
  965,   0.17330,  27.05000,  34.26966
  966,   0.16120,  26.19000,  33.85404
  967,   0.15040,  25.71000,  33.42426
  968,   0.15040,  25.99000,  32.98154
  969,   0.42630,  25.40000,  32.53207
  970,   1.08490,  25.40000,  32.09221
  971,   1.62340,  25.40000,  31.68319
  972,   1.79400,  25.40000,  31.32280
  973,   2.27820,  25.52000,  31.03137
  974,   2.25740,  30.34000,  30.82175
  975,   2.36570,  29.80000,  30.70326
  976,   2.34170,  31.48000,  30.68009
  977,   1.88460,  32.66000,  30.74501
  978,   1.38230,  32.75000,  30.88187
  979,   1.16710,  33.41000,  31.07341
  980,   0.99630,  32.89000,  31.30278
  981,   0.87920,  32.73000,  31.55467
  982,   0.78240,  31.34000,  31.81568
  983,   0.70030,  31.69000,  32.07431
  984,   0.62970,  29.15000,  32.32094
  985,   0.59280,  28.38000,  32.54814
  986,   0.53240,  30.17000,  32.74983
  987,   0.48010,  29.01000,  32.92121
  988,   0.43460,  28.07000,  33.05867
  989,   0.39470,  27.15000,  33.15964
  990,   0.35960,  27.27000,  33.22248
  991,   0.32870,  26.67000,  33.24636
  992,   0.30210,  25.90000,  33.23114
  993,   0.36760,  26.77000,  33.17879
  994,   1.23560,  26.27000,  33.10683
  995,   1.83640,  26.77000,  33.03893
  996,   2.06770,  26.17000,  32.99619
  997,   2.33830,  23.15000,  32.99804
  998,   2.30480,  28.36000,  33.05690
  999,   2.48040,  30.67000,  33.18342
 1000,   2.34920,  29.28000,  33.38132
 1001,   2.11230,  30.09000,  33.64737
 1002,   1.67920,  30.09000,  33.96990
 1003,   1.38990,  30.61000,  34.33390
 1004,   1.11540,  30.89000,  34.72253
 1005,   0.97810,  29.69000,  35.12044
 1006,   0.86670,  29.37000,  35.51414
 1007,   0.77290,  29.07000,  35.89217
 1008,   0.69250,  28.75000,  36.24500
 1009,   0.65380,  28.25000,  36.56550
 1010,   0.77150,  28.07000,  36.85120
 1011,   0.51830,  28.07000,  37.09658
 1012,   0.76690,  28.07000,  37.30286
 1013,   0.84580,  28.07000,  37.47311
 1014,   1.06740,  28.07000,  37.61424
 1015,   1.21770,  27.46000,  37.73451
 1016,   3.33350,  27.46000,  37.87724
 1017,   1.95790,  29.98000,  38.04924
 1018,   1.60340,  33.29000,  38.24842
 1019,   1.46210,  37.12000,  38.47008
 1020,   2.51930,  43.76000,  38.72861
 1021,   1.17930,  45.19000,  39.01005
 1022,   1.17710,  49.80000,  39.30355
 1023,   3.01000,  53.63000,  39.63283
 1024,   1.70660,  53.26000,  39.99129
 1025,   0.47520,  52.85000,  40.35181
 1026,   0.31000,  57.56000,  40.69162
 1027,   0.33370,  49.43000,  40.99499
 1028,   0.24060,  50.16000,  41.24967
 1029,   0.21530,  49.75000,  41.44735
 1030,   0.19460,  46.30000,  41.58298
 1031,   0.17720,  42.71000,  41.65399
 1032,   0.16250,  42.46000,  41.65980
 1033,   0.14720,  41.24000,  41.60130
 1034,   0.19690,  40.37000,  41.48155
 1035,   0.12810,  38.60000,  41.30313
 1036,   0.16300,  37.09000,  41.06998
 1037,   0.11320,  36.78000,  40.78553
 1038,   0.14980,  35.01000,  40.45427
 1039,   0.10140,  35.42000,  40.07988
 1040,   0.13920,  33.67000,  39.66692
 1041,   0.09970,  33.88000,  39.21909
 1042,   0.28870,  32.47000,  38.74346
 1043,   0.50730,  32.47000,  38.24981
 1044,   0.95000,  32.16000,  37.75364
 1045,   0.56630,  32.28000,  37.25978
 1046,   0.72060,  30.62000,  36.77459
 1047,   0.50930,  30.84000,  36.29899
 1048,   0.73600,  31.49000,  35.83762
 1049,   0.88290,  30.33000,  35.39626
 1050,   0.57200,  29.98000,  34.97340
 1051,   0.50060,  29.83000,  34.56646
 1052,   0.36370,  29.83000,  34.17097
 1053,   0.33370,  28.71000,  33.78311
 1054,   0.28390,  28.22000,  33.39922
 1055,   0.26930,  27.93000,  33.01648
 1056,   0.23650,  28.06000,  32.63243
 1057,   0.19890,  27.45000,  32.24486
 1058,   0.19530,  26.37000,  31.85235
 1059,   0.16420,  26.67000,  31.45364
 1060,   0.15050,  26.79000,  31.04792
 1061,   0.13870,  26.79000,  30.63475
 1062,   0.12840,  25.90000,  30.21400
 1063,   0.11940,  25.23000,  29.78582
 1064,   0.11780,  26.31000,  29.35064
 1065,   0.11320,  24.96000,  28.90909
 1066,   0.59540,  24.96000,  28.47039
 1067,   1.25120,  24.38000,  28.05280
 1068,   1.51050,  25.43000,  27.67376
 1069,   1.92160,  25.43000,  27.35231
 1070,   2.09190,  26.19000,  27.10401
 1071,   2.08210,  26.67000,  26.93828
 1072,   2.06220,  27.66000,  26.85969
 1073,   1.68970,  27.95000,  26.86300
 1074,   1.20090,  28.46000,  26.93390
 1075,   0.99110,  28.25000,  27.05671
 1076,   0.83870,  27.93000,  27.21611
 1077,   0.73370,  26.37000,  27.39821
 1078,   0.64710,  26.67000,  27.59081
 1079,   0.57440,  26.50000,  27.78348
 1080,   0.51290,  25.61000,  27.96748
 1081,   0.50610,  25.71000,  28.13649
 1082,   0.55420,  25.23000,  28.28706
 1083,   0.39380,  24.92000,  28.41425
 1084,   0.40150,  24.45000,  28.51514
 1085,   0.31530,  25.04000,  28.58669
 1086,   0.29920,  23.46000,  28.62709
 1087,   0.27360,  23.46000,  28.63530
 1088,   0.26950,  23.16000,  28.61129
 1089,   0.48560,  23.67000,  28.55959
 1090,   1.17670,  23.41000,  28.49620
 1091,   1.54090,  23.41000,  28.43943
 1092,   2.12850,  23.41000,  28.41263
 1093,   2.44480,  23.62000,  28.43751
 1094,   2.39170,  23.88000,  28.52764
 1095,   2.13020,  24.92000,  28.68665
 1096,   1.80320,  25.40000,  28.90974
 1097,   1.69070,  26.27000,  29.18981
 1098,   1.14930,  26.48000,  29.51077
 1099,   3.76650,  27.05000,  29.90553
 1100,   2.70730,  28.77000,  30.37745
 1101,   0.78790,  30.49000,  30.89340
 1102,   0.64390,  29.70000,  31.42557
 1103,   0.54700,  28.55000,  31.95149
 1104,   0.47830,  29.85000,  32.45358
 1105,   0.43010,  28.71000,  32.91863
 1106,   0.40770,  28.71000,  33.33734
 1107,   0.34220,  28.23000,  33.70274
 1108,   0.33430,  27.12000,  34.01080
 1109,   0.28020,  27.12000,  34.25883
 1110,   0.28130,  26.04000,  34.44629
 1111,   0.24030,  26.34000,  34.57340
 1112,   0.26000,  25.27000,  34.64208
 1113,   0.93740,  25.55000,  34.66690
 1114,   0.92980,  25.51000,  34.65935
 1115,   0.68830,  25.83000,  34.62429
 1116,   0.50320,  25.37000,  34.56271
 1117,   0.85060,  25.37000,  34.48203
 1118,   0.51420,  24.50000,  34.38228
 1119,   0.54410,  24.50000,  34.26449
 1120,   0.58380,  24.50000,  34.13060
 1121,   0.54780,  24.96000,  33.98182
 1122,   0.52240,  24.96000,  33.81903
 1123,   0.48780,  23.92000,  33.64267
 1124,   0.30930,  24.50000,  33.45035
 1125,   0.29170,  24.50000,  33.24050
 1126,   0.23750,  24.50000,  33.01157
 1127,   0.23790,  24.50000,  32.76302
 1128,   0.19140,  23.46000,  32.49420
 1129,   0.18650,  23.46000,  32.20521
 1130,   0.22600,  23.46000,  31.89740
 1131,   0.15140,  23.46000,  31.57106
 1132,   0.15410,  23.46000,  31.22705
 1133,   0.12760,  22.01000,  30.86609
 1134,   0.13410,  22.01000,  30.48943
 1135,   0.12060,  21.29000,  30.09827
 1136,   0.13200,  21.53000,  29.69421
 1137,   0.63910,  21.53000,  29.28778
 1138,   1.61930,  21.77000,  28.90393
 1139,   2.09860,  21.77000,  28.56875
 1140,   2.33050,  22.20000,  28.30416
 1141,   2.00830,  22.20000,  28.11885
 1142,   1.98550,  22.20000,  28.01687
 1143,   1.97740,  26.09000,  27.99907
 1144,   1.99720,  26.09000,  28.06439
 1145,   2.00060,  27.64000,  28.21008
 1146,   1.78490,  28.26000,  28.42841
 1147,   1.58470,  28.57000,  28.70839
 1148,   1.00870,  27.45000,  29.03044
 1149,   0.81690,  28.22000,  29.37584
 1150,   0.70870,  27.14000,  29.72844
 1151,   0.59740,  26.67000,  30.07425
 1152,   0.53720,  25.61000,  30.40209
 1153,   0.53560,  25.61000,  30.70411
 1154,   0.52390,  24.98000,  30.97493
 1155,   0.38870,  24.98000,  31.20888
 1156,   0.34770,  24.68000,  31.40194
 1157,   0.30950,  24.68000,  31.55142
 1158,   0.61310,  24.68000,  31.66164
 1159,   1.62410,  24.04000,  31.75429
 1160,   1.33190,  24.04000,  31.84033
 1161,   1.72410,  24.04000,  31.93468
 1162,   3.28010,  25.90000,  32.07504
 1163,   1.24360,  27.46000,  32.25203
 1164,   0.95140,  28.48000,  32.45274
 1165,   1.52220,  29.61000,  32.67717
 1166,   2.38240,  28.68000,  32.93962
 1167,   1.91520,  28.96000,  33.24126
 1168,   1.20350,  30.42000,  33.56947
 1169,   1.44630,  31.90000,  33.91849
 1170,   1.13470,  32.89000,  34.27809
 1171,   0.89250,  32.16000,  34.63620
 1172,   0.77750,  32.16000,  34.98195
 1173,   0.64940,  31.29000,  35.30535
 1174,   0.67150,  30.13000,  35.59994
 1175,   1.01380,  29.65000,  35.86758
 1176,   0.56530,  28.86000,  36.10232
 1177,   0.48390,  30.48000,  36.29909
 1178,   0.51250,  29.35000,  36.45556
 1179,   0.64110,  28.86000,  36.57317
 1180,   0.42790,  28.86000,  36.65012
 1181,   0.45250,  29.19000,  36.68650
 1182,   0.46970,  28.86000,  36.68361
 1183,   0.65940,  28.38000,  36.64666
 1184,   1.34480,  28.05000,  36.59222
 1185,   1.64950,  28.38000,  36.53807
 1186,   2.29720,  28.86000,  36.50837
 1187,   2.78000,  28.86000,  36.52851
 1188,   3.10770,  29.51000,  36.62137
 1189,   2.50100,  31.02000,  36.79113
 1190,   1.96830,  34.84000,  37.02959
 1191,   1.78400,  37.70000,  37.32585
 1192,   1.46320,  38.49000,  37.66486
 1193,   1.36160,  37.25000,  38.03278
 1194,   1.03980,  36.05000,  38.41308
 1195,   1.39390,  35.21000,  38.79952
 1196,   1.34640,  34.82000,  39.18641
 1197,   0.73710,  33.99000,  39.55880
 1198,   0.70890,  33.17000,  39.90555
 1199,   0.68410,  33.56000,  40.21862
 1200,   0.46550,  32.85000,  40.48902
 1201,   0.57690,  32.35000,  40.71310
 1202,   0.51270,  32.35000,  40.88810
 1203,   0.72870,  31.85000,  41.01690
 1204,   2.25930,  32.22000,  41.12933
 1205,   1.84130,  32.95000,  41.24006
 1206,   1.97830,  33.61000,  41.36207
 1207,   0.47300,  34.84000,  41.47818
 1208,   0.86800,  34.45000,  41.58293
 1209,   0.79400,  35.84000,  41.67128
 1210,   0.88780,  34.39000,  41.74160
 1211,   1.07770,  35.31000,  41.79639
 1212,   0.85120,  33.99000,  41.83388
 1213,   0.92650,  33.17000,  41.85450
 1214,   1.06910,  33.17000,  41.86143
 1215,   1.24820,  32.67000,  41.86044
 1216,   0.67850,  33.23000,  41.84595
 1217,   0.66130,  34.06000,  41.81396
 1218,   1.02830,  33.56000,  41.76841
 1219,   0.82850,  34.06000,  41.70900
 1220,   0.46930,  33.17000,  41.62962
 1221,   0.40810,  32.85000,  41.52530
 1222,   0.38920,  33.56000,  41.39273
 1223,   0.38750,  31.97000,  41.23027
 1224,   0.34910,  31.60000,  41.03683
 1225,   0.21750,  30.44000,  40.81017
 1226,   0.20050,  30.32000,  40.54926
 1227,   0.15840,  29.65000,  40.25358
 1228,   0.31660,  29.51000,  39.92650
 1229,   0.12920,  29.51000,  39.56808
 1230,   0.11860,  28.86000,  39.17911
 1231,   0.17640,  28.38000,  38.76208
 1232,   0.31390,  27.91000,  38.32209
 1233,   0.49980,  27.59000,  37.86680
 1234,   1.10650,  27.59000,  37.41295
 1235,   1.54430,  27.43000,  36.98048
 1236,   1.96140,  27.74000,  36.59080
 1237,   2.48670,  27.90000,  36.26772
 1238,   2.69440,  28.38000,  36.03067
 1239,   2.76960,  28.55000,  35.89308
 1240,   2.54230,  30.52000,  35.85836
 1241,   1.92080,  30.84000,  35.91568
 1242,   1.21130,  32.01000,  36.04258
 1243,   0.79960,  32.85000,  36.21387
 1244,   0.56930,  32.29000,  36.40614
 1245,   0.47410,  31.60000,  36.60017
 1246,   0.41000,  30.44000,  36.78081
 1247,   0.36030,  29.49000,  36.93645
 1248,   0.32030,  28.83000,  37.05849
 1249,   0.30010,  27.59000,  37.14114
 1250,   0.38620,  27.91000,  37.18259
 1251,   0.24130,  26.81000,  37.17999
 1252,   0.28620,  26.81000,  37.13312
 1253,   0.19940,  26.20000,  37.04138
 1254,   0.23830,  26.20000,  36.90614
 1255,   0.16770,  25.58000,  36.72828
 1256,   0.18170,  24.98000,  36.50979
 1257,   0.15270,  24.98000,  36.25267
 1258,   0.21670,  24.81000,  35.96057
 1259,   1.23330,  24.81000,  35.65481
 1260,   2.08440,  24.81000,  35.36619
